steep_time,water_temp,milk_temp,sugar_level,tea_type_code,satisfaction
300,86,15,14.4,1,2.5
290,91,19,8.7,3,2.5
155,80,0,3.2,3,8.4
175,78,22,2.9,2,6.45
158,88,0,8.1,2,8.49
147,100,26,14.0,2,2.5
180,95,23,8.4,2,5.46
252,91,6,8.2,2,3.52
114,92,24,8.6,1,6.96
171,84,0,10.6,2,8.34
272,98,24,2.8,1,6.04
244,82,14,8.6,1,3.81
126,96,0,4.9,2,6.13
291,79,32,11.2,1,2.5
262,78,0,4.6,2,2.5
155,86,21,10.0,2,8.31
218,84,23,3.5,2,6.3
277,74,5,0.5,1,2.5
291,85,32,8.1,2,2.5
74,78,5,12.2,3,7.64
123,79,0,7.4,1,2.87
253,71,10,3.5,1,2.5
291,76,15,14.8,3,2.5
295,94,20,13.2,3,2.5
223,74,9,1.1,1,2.5
228,88,16,3.3,2,5.92
176,79,5,3.1,2,7.99
266,82,0,6.3,2,2.5
209,99,38,10.9,1,6.11
205,83,29,2.8,3,4.26
77,76,14,1.7,1,2.5
185,72,24,9.9,1,2.5
276,71,14,8.9,1,2.5
176,94,21,6.4,3,2.56
124,81,0,4.2,3,9.23
169,74,10,10.7,1,2.5
253,93,7,9.7,2,2.9
177,76,21,12.8,3,6.89
78,78,0,4.0,3,10.0
181,73,0,8.2,2,3.96
101,90,8,13.0,3,6.78
180,75,5,13.9,1,2.5
146,70,6,5.2,1,2.5
209,78,0,2.1,1,2.5
271,94,25,4.7,3,2.5
243,89,19,0.4,3,2.5
182,81,6,14.9,2,6.76
269,71,0,14.2,1,2.5
286,73,13,14.1,2,2.5
140,88,0,2.2,3,7.92
228,96,24,15.0,1,6.61
119,89,0,7.2,3,7.6
130,76,29,9.1,3,6.74
80,100,27,8.1,1,4.15
198,98,0,6.8,3,2.5
249,71,22,7.8,2,2.5
261,86,12,8.2,1,5.64
168,73,13,13.1,2,4.23
67,90,0,0.4,3,8.12
149,95,17,6.8,2,7.16
192,87,0,8.6,1,8.3
215,86,17,9.5,3,4.08
96,84,8,13.0,3,8.37
189,100,25,14.7,2,2.5
168,78,0,3.2,3,8.22
159,73,35,14.9,2,2.5
238,99,7,2.0,3,2.5
120,100,36,14.1,3,2.5
200,93,0,4.9,2,5.99
101,100,4,1.4,2,4.68
112,78,0,5.6,2,8.86
217,74,16,8.0,2,2.95
166,87,11,8.5,3,6.06
92,86,40,13.9,1,2.5
72,87,0,11.2,2,8.45
171,91,0,9.0,1,8.93
171,80,11,13.6,2,6.74
177,95,0,7.3,1,9.39
68,73,31,3.2,3,6.67
286,91,39,6.0,1,2.5
171,96,22,3.3,3,2.5
66,88,8,10.5,1,4.32
272,92,0,13.0,1,6.61
278,88,32,4.6,3,2.5
117,96,16,11.7,3,3.57
168,90,0,13.6,3,4.86
103,75,11,3.8,2,7.64
172,99,0,14.0,2,3.18
245,87,0,3.8,3,2.5
183,95,5,7.7,3,2.5
150,91,0,0.7,1,9.36
204,99,34,2.6,3,2.5
197,75,0,0.6,1,2.5
84,76,37,2.8,3,6.52
136,96,0,14.2,1,8.21
175,86,34,11.3,1,5.02
185,78,24,5.4,3,5.87
163,89,36,3.3,3,4.53
269,97,25,11.5,2,2.5
170,70,0,11.4,3,4.52
259,100,28,10.2,3,2.5
238,84,6,6.4,1,5.72
71,91,6,9.8,3,5.21
180,81,24,14.0,2,7.11
298,78,14,0.3,2,2.5
248,88,0,8.8,1,6.43
229,99,0,8.6,2,2.5
165,71,0,0.4,1,2.5
254,84,23,9.5,1,3.25
156,70,0,0.3,2,4.83
109,76,22,7.1,1,2.5
114,70,0,8.2,3,7.37
196,72,21,8.4,1,2.5
289,98,20,2.7,1,5.81
227,81,14,8.4,1,4.0
299,71,0,4.6,3,2.5
190,79,17,4.5,3,5.75
76,91,13,0.9,1,6.17
171,72,39,10.1,3,2.57
296,73,25,6.2,2,2.5
153,91,19,3.9,3,6.0
160,96,19,9.9,1,8.25
270,94,0,1.6,3,2.5
74,88,22,10.5,1,4.28
125,88,13,5.2,1,7.55
295,95,16,7.8,1,5.24
180,99,10,11.9,3,2.5
118,76,0,7.3,3,8.46
159,83,0,8.1,3,7.89
149,83,7,4.0,3,8.79
161,83,23,3.7,1,3.88
246,76,6,10.3,1,2.5
208,78,40,13.4,3,2.5
296,76,18,14.2,2,2.5
117,82,10,7.7,2,9.67
179,81,15,4.5,2,8.26
174,92,0,12.5,1,8.62
183,91,15,5.4,1,8.65
123,80,20,13.4,3,8.38
285,71,18,12.9,3,2.5
241,84,0,1.0,2,5.04
126,86,30,6.4,1,4.19
72,82,11,9.6,3,9.24
132,85,35,11.6,3,5.76
133,93,37,5.6,3,2.97
178,100,24,11.1,3,2.5
137,92,11,6.9,2,8.68
69,89,39,2.8,3,4.74
102,88,0,6.4,1,6.5
117,88,39,14.2,3,3.47
282,97,35,13.1,3,2.5
245,82,14,6.8,1,3.39
227,76,0,5.1,1,2.5
100,72,23,12.5,3,6.52
167,93,7,9.7,1,9.52
295,95,0,6.5,1,6.34
251,100,32,3.4,1,5.97
288,91,10,14.3,2,2.5
120,81,15,2.8,2,8.75
265,99,0,2.6,3,2.5
238,82,0,12.5,2,4.57
291,93,18,13.3,1,4.89
282,81,5,9.0,2,2.5
184,87,24,12.8,1,6.56
244,88,9,7.7,3,2.5
144,86,26,1.1,3,6.39
105,97,37,1.1,1,5.32
217,73,19,11.3,2,2.5
252,99,11,14.0,3,2.5
249,87,7,2.6,1,6.68
175,90,40,4.6,2,4.92
248,72,14,6.8,1,2.5
251,70,4,9.2,1,2.5
106,99,0,7.1,3,2.5
287,83,11,9.8,1,2.76
69,79,26,9.9,1,2.5
170,95,33,2.8,2,4.97
65,70,0,14.1,1,2.5
186,77,0,2.5,3,6.8
201,80,25,13.2,3,4.68
291,79,14,7.3,2,2.5
282,86,26,9.5,3,2.5
297,80,30,14.7,1,2.5
222,97,16,13.3,1,8.02
180,96,35,2.9,3,2.5
135,82,0,6.1,3,9.02
93,88,13,14.3,1,5.12
89,100,0,14.3,1,5.53
296,74,0,0.3,3,2.5
286,81,0,7.4,2,2.5
159,75,5,7.5,1,2.5
239,73,0,6.1,3,2.51
261,83,26,5.2,3,2.5
78,99,6,12.1,1,4.98
66,87,11,14.9,2,7.47
252,94,14,4.0,3,2.5
70,77,37,14.8,1,2.5
107,85,19,9.1,1,6.18
221,72,37,1.9,1,2.5
169,74,0,13.3,2,5.02
296,85,7,1.7,3,2.5
196,99,18,2.4,2,3.04
241,96,40,14.7,3,2.5
258,97,31,9.9,1,5.57
164,93,0,5.8,2,8.11
180,96,26,2.8,3,2.5
90,94,0,9.3,3,4.8
145,85,17,1.9,3,8.36
109,88,0,7.5,1,6.01
143,95,29,13.4,1,7.25
112,92,0,6.2,2,8.18
253,85,18,5.4,3,2.5
168,85,24,2.9,2,8.8
137,76,34,3.2,2,6.06
295,85,10,4.7,3,2.5
87,96,22,12.3,3,2.5
63,73,29,13.3,3,5.54
137,82,0,7.2,3,7.59
83,75,32,5.2,1,2.5
93,85,33,8.3,2,7.24
173,98,23,1.8,1,8.49
264,81,40,1.0,3,2.5
273,99,0,6.5,2,2.5
241,82,21,11.6,1,2.93
114,84,19,2.1,1,5.46
226,82,33,2.2,3,2.5
83,84,22,12.2,2,7.81
74,88,0,5.8,1,4.79
230,95,4,13.3,1,9.01
288,82,26,6.8,2,2.5
132,80,10,8.4,1,2.78
156,83,30,8.5,2,7.45
215,91,16,13.8,2,5.62
150,88,4,3.0,1,8.32
156,93,14,9.5,1,9.25
218,70,21,1.5,1,2.5
294,74,14,0.6,2,2.5
236,93,0,13.2,3,2.5
229,98,0,10.3,1,7.89
230,92,39,11.6,1,5.66
127,80,10,3.5,1,3.23
77,93,36,9.3,1,3.16
139,83,17,4.2,2,9.44
67,93,33,3.7,2,5.58
205,84,26,9.6,2,4.97
74,96,8,10.0,2,5.21
277,72,31,7.1,1,2.5
268,72,37,3.3,2,2.5
161,80,34,4.1,2,6.24
259,92,17,14.5,3,2.5
170,80,0,12.3,2,8.04
71,75,0,5.6,1,2.5
149,88,17,3.7,1,7.2
218,99,16,5.0,1,8.48
127,88,34,1.6,3,5.36
274,73,28,2.6,3,2.5
125,85,21,3.2,3,7.78
184,94,33,8.4,1,7.38
